31.681 - 34.172:  Tchau.
7335.111 - 7362.517:  Tem um artigo publicado, inclusive, pela professora Anne Caroline, que é da Universidade Federal de Santa Catarina, junto com a Kelmara Mendes Vieira, que é professora da Universidade Federal de Santa Maria. Eu fiz mestrado com a Kelmara, ela foi minha orientadora do mestrado. E elas têm um artigo que se chama Termômetro da Alfabetização Financeira. E aí, tu entra lá, faz um testezinho e tu consegue saber se tu é uma pessoa alfabetizada ou não. Então, tem teste que a gente consegue mensurar. Interessante. Aham.
7363.746 - 7388.234:  Putz, agora eu fiquei curioso. Quero fazer também. Quero fazer o teste. Transformar esse teste. Eu nunca fiz também, legal. É, o teste no artigo, no fim, tu tem que responder, somar e tal. Eu vou, quem sabe, desenvolver ele pra colocar ele, assim... De um jeito mais fácil. Porque tem alguns outros testes que eu já consegui colocar na internet mesmo. Então, esse dá pra fazer, sabe? Só pegar um bom desenvolvedor...
7388.234 - 7418.234:  criar um código e desenvolver. Mas o teste, ele é bem simples. São perguntas que tu vai respondendo, né? Pra avaliar esses três parâmetros que eu comentei. Atitude financeira, conhecimento financeiro e comportamento. E aí ele vai te mostrando ali se tu tá no termômetro mais positivo, né? Na direção certa ou se tu tem que, ó, liga o alerta aí que tu tá precisando te cuidar. Então é bem interessante esses testes. Dentro de todas as pesquisas que a gente faz, assim, existe teste pra tudo.
7418.234 - 7447.688:  E isso é muito legal porque a gente consegue, entre aspas, diagnosticar padrão comportamental. Então, eu consigo, a partir de um teste validado cientificamente, detectar qual é o padrão comportamental daquela pessoa. Por exemplo, tolerância ao risco. Eu consigo aplicar um teste e saber se aquela pessoa é mais ou menos tolerante ao risco. Eu consigo aplicar um teste de alfabetização financeira e testar se a pessoa tem alfabetização financeira ou não. Consigo ter um teste de infidelidade financeira. Entende? Então...
7447.688 - 7463.985:  Tudo a gente... Que conceito interessante. Tudo dentro das pesquisas, eles vão avaliando e desenvolvendo escalas, que a gente chama, que são perguntinhas, para que a gente consiga mensurar determinados comportamentos.
7464.087 - 7490.572:  E é muito rico. Por quê? Porque muitas vezes as pessoas... Eu mesma, na minha mentoria, faço vários testes e as pessoas me mandam assim, Jéssica, tu me descreveu, tu nem me conhecia, tu só leu um questionário que eu respondi. Eu digo, é óbvio, a ciência está a nosso favor. Não é eu, Jéssica. São os testes que eu aplico, que têm uma validade, já foram testados inúmeras vezes, que me dão a segurança de dizer assim, tu te comporta dessa forma, tu te comporta dessa forma. É fácil de tratar.
7491.442 - 7510.094:  É um processo. Se eu disser assim, é fácil, não é fácil. Se fosse fácil... É tão difícil de tratar como qualquer compulsão? Sim. Sim. Sim. Por que eu digo isso e por que eu friso isso? Porque as pessoas... A ilusão é a primeira dos prazeres. Isso diz, inclusive, no livro Escassez.
7510.094 - 7539.65:  Eu adoro essa frase. A ilusão é o primeiro dos prazeres. As pessoas escutam na internet assim, ó. Não, você começa a fazer isso aqui e você vai rapidamente mudar teu comportamento. Porque assim, em duas semanas que tu fez o script aqui, tua vida tá resolvida. O Dudu tá dizendo aqui um ano. Ele tem toda razão. Mas a gente escuta muito dessa coisa, né? De promessas milagrosas. E o que que acontece quando a pessoa escuta uma promessa milagrosa? Ela começa...
7539.65 - 7567.261:  E ela não vê o resultado na mesma proporção do que foi prometido. E aí ela desenvolve esse senso de incapacidade que eu comentei antes, essa percepção de auto eficácia. E aí ela começa a procrastinar, ela se frustra, ela estabelece metas e não bate. Aí quando a gente estabelece uma meta e a gente não bate, no nosso cérebro a dopamina, que pode ser ruim, mas também sem ela a gente não se comporta, cai abaixo do nível basal.
7567.261 - 7594.292:  O que significa isso? Coloquei uma meta lá. Eu quero economizar mil reais no mês. Não bati. Para o próximo mês, eu não quero mais essa meta. Porque eu já me achei um fracasso. Eu não tenho mais motivação para aquilo. Por isso que é importante você não se dar metas absurdas. Não dá para dar metas absurdas. Tipo, eu quero um milhão. Não dá. Eu não quero 10 mil. 10 mil é mais palpável, né? Porque sempre que eu coloco uma meta muito grande e eu não bato, gera frustração.
7594.292 - 7623.285:  E a frustração não é só frustração psicológica, ela é frustração biológica. Diminui o nível de dopamina dentro do teu cérebro. Tu fica mais apático, tu fica menos ativo, tu fica menos resolvedor de problemas e mais procrastinador. Então, eu friso o fato de que não é que seja impossível, mas não é um processo rápido que tu vai de uma hora pra outra pegar um script de três regras básicas.
7623.285 - 7642.056:  E vai resolver a tua vida, sabe? E eu falo isso justamente para que as pessoas não frustrem-se e sigam, porque é possível. Hoje mesmo as meninas estavam me mandando da mentoria, assim, o que elas já conseguiram, o que elas já avançaram. É muito legal também ter rede de apoio. Há diversos artigos que mostram.
7642.056 - 7667.79:  É que nem o Alcoólicos Anônimos, sabe? Que tem aqueles grupos. A eficácia para mudar comportamento financeiro em grupo é muito grande. É maior do que individual. Porque tu cria rede de apoio, tu cria comprometimento, tu cria... Tem a ver com aquilo que tu falou, de ter ciclo de amigos para compartilhar ideias. Exato. É muito legal isso. E isso vai fazendo com que a pessoa realmente vá construindo uma nova percepção da vida.
7667.79 - 7693.387:  Porque... Vamos lá. Três. Eu preciso de três coisas pra mudar o comportamento. Eu preciso mudar a forma com que eu olho as coisas. Então, eu preciso mudar meu pensamento. Por exemplo, eu não posso olhar e botar uma meta muito grande e não bater, me frustrar e cair água abaixo. Se eu coloquei uma meta e não atingi, eu preciso entender que isso me frustra. E aí, eu preciso recalibrar.
7693.387 - 7709.497:  Mas eu preciso mudar a forma que eu percebo aquela situação. Um outro exemplo muito simples. Digamos que a pessoa, ao longo da infância dela, ela tenha ganho muitos presentes para que ela consiga...
7709.889 - 7727.346:  Se sentir bem. Então, o pai dela deu muitos presentes, muitos presentes ao longo do tempo. E aí, ela sempre acha que presente está vinculado com amor. Então, ela vai lá e ela quer comprar também, porque aquilo representa amor. Se ela não mudar a forma que ela pensa sobre consumo, ela vai seguir comprando.
7727.346 - 7754.821:  Então, eu preciso olhar para isso, entender, mudar meu pensamento para mudar meu comportamento. Então, essas mudanças de pensamento é o primeiro passo, que é o que eu já tinha falado, eu acho, em algum momento, que é a mudança do modelo cognitivo. Então, eu preciso mudar a forma que eu vejo. Tu fala muito sobre isso, né, Duda? Tipo, muda a tua percepção, muda o que tu pensa sobre as coisas. Tu não pode isso, tu não pode aquilo. Saber que tu não pode, né? Ser realista. Então, essa é a primeira coisa.
7754.821 - 7771.186:  Tem que mudar, muitas vezes, a forma que eu vejo. Isso são as crenças, né? O que eu acredito do mundo tem que mudar. Segundo, eu tenho que mudar meu ambiente, que é o que a gente tinha falado. Então, tem que fazer todas essas mudanças. E terceiro, eu preciso mudar minha motivação.
7771.954 - 7798.814:  Tem uma teoria que se chama teoria da autodeterminação. Que ela tem três pressupostos básicos. Autonomia, relacionamento e competência. Todo mundo quer ter essas três coisas. Eu quero me sentir competente, eu quero ter boas relações sociais e eu quero me sentir autônomo das minhas próprias decisões. Todo mundo gosta de sentir que governa as suas próprias decisões, embora isso não seja tão verdade assim. Mas enfim...
7798.814 - 7816.015:  Aí a gente entra de novo na polêmica. Mas... E o que essa teoria diz, né? Indo para esse terceiro ponto. Que aquelas pessoas que elas conseguem desenvolver autonomia na relação com o dinheiro, elas conseguem fazer essa mudança mais rápida. Tá.
7816.015 - 7834.923:  O que é essa autonomia? Eu não faço porque os outros mandam eu fazer. Eu não faço porque eu preciso fazer porque não tem jeito. Eu faço porque isso me dá prazer. Eu faço porque eu gosto. Eu faço porque faz sentido pra minha vida. Eu faço porque eu sei pra onde eu tô caminhando. Então... Isso serve pra tanta coisa, né? Pra tanta coisa.
7834.923 - 7864.838:  Isso serve, por exemplo, isso daí é eu indo para a academia. É, exato, exatamente. Eu vou na academia, por que eu vou na academia? Eu vou na academia porque eu quero ir na academia, porque aquilo ali tem um sentido, tem um significado para mim que não tem a ver com o significado que tem para ti, que não tem a ver com o significado que tem para o mundo. E eu consigo enxergar um benefício, por exemplo. Exato, exato. Isso mexe com tudo.
7864.957 - 7882.961:  E isso vai construindo a autonomia. É tipo juntar uma grana. Caraca, juntei seis contos. Caraca, nunca vi tanto dinheiro junto. É que nem eu, caraca, mas na moral, olha os peitinhos, já consigo mexer. Você tá malhando faz quanto tempo? Ah, cara, faz um...
7882.961 - 7898.302:  Faz um tempo aí, mas não é tanto tempo assim não. Sério mesmo? Deve ter uns três meses, né, Jean? Quatro meses? Sério mesmo. Hã? Tem mais que isso? Tem uns seis meses? Tem uns seis meses. E tá empolgado? Tá virando um hábito? Tá virando um hábito. É? Tá virando um hábito. Mas foi fácil?
7898.302 - 7922.005:  Não, e assim, e também não é... É a mesma coisa com o dinheiro. É, e assim, sendo sinceraço mesmo, as duas últimas semanas não foram tão frequentes também, mas assim, voltei hoje e hoje eu tava assim, nossa, caralho, é isso, tava precisando, tinha que voltar mesmo, sabe? É estranha essa sensação. Eu achei que eu fosse odiar hoje, inclusive. O Jean odiou, ele me falou que odiou, mas eu achei, ah, legal, que maneiro que eu voltei.
7922.005 - 7942.142:  Mas é engraçado que quando a gente não é constante, uma folguinha que a gente dá já começa a dar um certo desânimo, né? E isso vale para investimento também. O cara investe em março, janeiro, fevereiro, março, abril e maio. Não, a tendência é junho ser mais desanimador se ele não for constante sempre, né? É que comportamento, padrão comportamental é como se fosse um imã.
7942.534 - 7957.585:  É como se no nosso cérebro a gente fosse construindo, fosse não, a gente constrói engramas cerebrais, mas vamos fazer didática, constrói estradas. E a gente tem a mania de ir pela mesma estrada. E o comportamento funciona igual, sabe? Então, tu tem...
7957.585 - 7980.964:  Por isso que tu sempre, quando vai pra casa, tu vai pelo mesmo caminho. E às vezes você nem... Você tá pensando na morte da bezerra e quando vai ver, você já chegou em casa e nem... Será que tinha algum farol vermelho? Minha esposa me sacaneava quando a gente morava lá no Rio. Eu saía de casa e ia andando até a estação de metrô. Daí eu ia por um caminho e voltava por outro. Sempre. Eu não sei explicar porquê. Era só assim.
7980.964 - 8006.647:  É automático. Tu vai reto e volta em zigue-zague. Mas era assim, nem prestava atenção. Era só o jeito que eu ia andando mesmo. E a questão de autonomia e motivação. Tu tem que ter motivação pra ir pra academia. Não é só disciplina. Tu tem que ter um motivo que faça com que tu olhe e diga assim, isso aqui é importante pra mim. Seja pela saúde, seja pela estética. Tem que ter um motivo pra ação.
8006.647 - 8031.647:  Ou porque faz parte do meu estilo de vida. Exato, do ciclo de amigos. E é interessante que quando a gente olha para estratégias que funcionam para, por exemplo, construir essa questão de autonomia e da pessoa realmente querer cuidar do dinheiro e não porque os outros, ou porque ela precisa, porque ela está ferrada, mas ela realmente desenvolver esse senso de querer, é criar vínculo emocional com o futuro.
8031.647 - 8042.807:  E isso é... Porque tem um estudo muito legal. Eles avaliaram, por exemplo, Duda, pensa em ti velho. Igor, pensa em ti velho.
8043.166 - 8066.715:  Só olhar no espelho. Agora você está malhando. Vai rejuvenescer. Não vou, né? E aí eles pegaram e colocaram isso, perguntaram e viram quais são as áreas do cérebro que ativavam. Quando vocês pensam em vocês velhos, vocês meio que não conseguem construir uma imagem velha. É difícil mesmo. Difícil, né?
8066.715 - 8080.589:  O que eles conseguiram mostrar? Que as pessoas que simplesmente pensam em si velhos, o cérebro dela sinaliza como se ela estivesse pensando num estranho. Por que eu vou abrir mão do meu prazer imediato para um estranho?
8080.657 - 8104.599:  Aí o que eles fizeram? Tá bom, então vamos colocar o Igor velho na frente dele e o Duda velho na frente dele. Com aqueles... Aplicativo que envelhece a foto. Aplicativo que envelhece a foto, né? As pessoas, depois de se verem velhas, aí elas fazem aqueles testezinhos. Você prefere 100 reais hoje ou 150 reais daqui tanto tempo? A pessoa, ela consegue ser menos imediatista.
8104.599 - 8122.722:  Porque ela começa a perceber que existe ela no futuro. Inclusive no cérebro dela começa a ativar uma área que se chama córtex cingulado anterior, que tem a ver com empatia. Porque quando você se vê, velho,
8122.722 - 8152.654:  Tadinho, né? Ele merece um dinheirinho lá na frente. Exato. Merece viver tranquilo, né? Então são estratégias que a gente pode ir... Pode ir implementando pra gente conseguir sair desses ciclos, né? Conseguir sair desses ciclos. É um processo. Gente, muito obrigado por virem aí. Obrigado pelo tempo de vocês. É nóis. Duda, você quer dar mais uma mensagem? Isso aqui é a tua câmera. Bom, galera, eu tô no YouTube como Primo Pobre. Só procurar lá. Tô no Instagram...
8152.654 - 8171.578:  Como o Eduardo Feldberg, é o que tem o selo lá de verificado. No TikTok também, no Facebook também. Tem o meu programa Pobre Show, que vai ao ar toda segunda. E o Igor tá dando migué porque ele falou que ia lá e tá dando migué. Eu falo aqui, já na lata mesmo.
8171.578 - 8186.715:  Tem o meu livro, Deixe de Ser Pobre, também, disponível em qualquer lugar. E eu queria te fazer um elogio, mano. A gente vai em muito podcast, né? Eu acho muito bom quando você vai em um podcast que o apresentador ou o host presta atenção no que você está falando.
8187.244 - 8213.336:  Ué, por quê? Como assim? Porque você observa e você tá atento. É extremamente desconfortável quando você vai num podcast e o cara fica mexendo no celular. E o cara fica falando com a... Sabe? Sabe, tipo assim, isso te deixa desconfortável. Porque você tem a impressão de que, tipo assim, caramba, o que eu tô falando é mó carniça, velho. Que bagulho desinteressante, né? E eu já fui em podcast que, tipo assim, o cara ficava mais mexendo no celular que ouvindo o que eu tava falando.
8213.336 - 8223.404:  Aí você já começa a encurtar as respostas. É isso, sabe? Tipo, acabar logo. Então, parabenizar de verdade. Porque eu já fui em muito podcast, graças a Deus.
8223.473 - 8252.005:  E tem muito podcast que não tem essa preocupação de estar atento ao que o convidado está falando. Por que eu ia te convidar se eu não quero saber o que você está falando? Boa pergunta, mas fazem. Então, parabéns por isso aí. Eu ia te falar isso desde a outra vez que eu vim. E é bom, faz a gente se sentir bem, sabe? É verdade. Faça os palavras. Faça as suas palavras. Então, essa daqui é a tua. Depois você me dá duas camisas Insider. Tá bom, deixa comigo. Foi combinado, você ligou?
8252.005 - 8279.394:  Bom, primeiro, agradecer. Foi um prazer. Agradecer ao Duda também, que eu fui lá e o Duda me mandou mensagem. É, vamos junto e tal. Obrigado por ter ido ao meu programa, viu, Jéssica? Pobre show, viu? Foi um prazer receber você lá. Esse cara aqui vai resolver para você. Te ligar, viu? Não, mas eu acho que é muito legal também essa questão de ir construindo uma rede legal e que realmente vá... Então, agradecer ao Duda que...
8279.394 - 8309.343:  me convidou pra ir lá e também fez toda a ponte pra estar aqui, eu acho muito legal isso, de tá conseguindo levar o conteúdo e também tá tendo espaço, então obrigada pelo espaço porque muitas vezes falar de ciência e tal a gente fica meio restrito à academia, e que bom que a gente tá tendo espaços como os de vocês como no Pobre Show, como aqui no Flow de trazer mais ciência trazer mais discussões embasadas mas também é muito legal que agora vocês estão topando os cientistas, entendeu? isso tá sendo legal mesmo
8309.343 - 8336.63:  Os cientistas falam, ah, tá bom, então dá pra... Olha, dá pra ir lá falar. Legal, obrigado então aos cientistas, inclusive você. Não, pra mim é um prazer enorme, assim, eu tenho realmente como objetivo levar esses conteúdos pra mais pessoas, porque vai fazer com que as pessoas comecem a ter melhor qualidade de vida no final das contas, né? Então eu fico muito feliz de poder ter esses espaços. Obrigada a vocês por darem esses espaços pra nós, pra nós cientistas. É isso.
8336.63 - 8357.824:  E eu me comprometo em todos que quiserem que eu me convidar, porque eu realmente acho muito importante a gente conseguir levar conteúdo mais embasado. Então, fica aqui meu agradecimento. Valeu. Quem quiser acompanhar mais do meu conteúdo, eu tenho um podcast que se chama Mais Que Finanças. É um monocast, não é verdade?
8357.978 - 8386.22:  Em que toda semana eu discuto... É um podcast raiz. É um podcast raiz. É um monocast, só eu falando comigo mesma. E o objetivo é realmente sempre trazer algum artigo científico, alguma pesquisa que foi desenvolvida, sempre na área de finanças comportamentais, e trazer de uma forma simples e aplicável para a vida das pessoas, para que de alguma forma possa contribuir. Então tem lá no YouTube, mais que finanças, ou jessicacampara, acho que já encontro. No Instagram é jessica.campara.
8386.271 - 8415.947:  Porra, cara, falei a vida inteira Campara. Eu também. Te apresentei como Campara. Eu também. Agora eu já sei que é Campara. E ela já tinha me falado que é Campara. Então volta lá, lá no começo, lá. Salve, salve família. Viva mais um Flo, sou o Igor. Hoje eu vou conversar com a Jéssica Campara e com o Eduardo Feldberg. Tinha que ter o seu chapéuzinho ali no lado. Eu vou colocar o chapéuzinho no meu lado, né? Mas eu não me importo não, tá tudo tranquilo. Tá tudo certo, tá tudo certo. Meu Instagram é jéssica.campara, quem quiser acompanhar lá também. Lá no Instagram também eu trago esses conteúdos.
8415.947 - 8438.456:  E quem quiser também conhecer, tem a Plano A Contabilidade, que é o nosso escritório de contabilidade voltado para o mercado digital. Então, essas são as minhas áreas de atuação. Obrigado, gente, mais uma vez. Só para cumprir minha promessa aqui, eu tenho aqui o presente de vocês. Deixa eu pôr a mão para ver se era geladinha. Vai, vê se é. Ah, ela mesmo. Valeu, obrigado.
8438.456 - 8453.268:  Então é isso, gente. Obrigado pelo moral de todo mundo que assistiu também. Segue os caras, tá tudo aqui na descrição. Tá bom? E entra lá no Discord pra você sugerir um tema pra gente conversar no futuro aqui no Flow. Tá bom? É isso. Um beijo e até a próxima. Até depois de amanhã. Tchau. Valeu.
